product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
pearl-earrings-rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct). These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).",Out of stock,X17E10YPR12,29800,2019,rockpool-pave-shell-earrings-yellow-gold,Rockpool,FALSE,Yellow gold,Earrings,Round
pearl-earrings-round-pearl-studs-9mm,Round Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold. The perfect pair. Wear your Paspaley Round pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.",In stock,C00E40YPR09,2680,2019,round-pearl-studs-9mm,Other,FALSE,Yellow gold,Earrings,Round
pearl-earrings-shepherd-hook-earrings-circle-white-gold,Shepherd Hook Earrings Circle - White Gold,"Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold. Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.",In stock,C18E42WPC11,1580,2019,shepherd-hook-earrings-circle-white-gold,Other,FALSE,White gold,Earrings,Unsure
pearl-earrings-shepherd-hook-earrings-circle-yellow-gold,Shepherd Hook Earrings Circle - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold. Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.",In stock,C18E42YPC11,1580,2019,shepherd-hook-earrings-circle-yellow-gold,Other,FALSE,Yellow gold,Earrings,Unsure
pearl-earrings-shepherd-hook-earrings-oval-white-gold,Shepherd Hook Earrings Oval - White Gold,"Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold. This contemporary style features two oval pearls set in white gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.",In stock,C18E42WPO11,2980,2019,shepherd-hook-earrings-oval-white-gold,Other,FALSE,White gold,Earrings,Oval
pearl-earrings-shepherd-hook-earrings-oval-yellow-gold,Shepherd Hook Earrings Oval - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold. This contemporary style features two oval pearls set in yellow gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.",In stock,C18E42YPO11,2980,2019,shepherd-hook-earrings-oval-yellow-gold,Other,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-touchstone-black-diamond-earrings-white-gold,Touchstone Black Diamond Earrings - White Gold,"Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct). The perfect gift for yourself or someone special, the Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).",In stock,V16E02WPO11,6280,2019,touchstone-black-diamond-earrings-white-gold,Touchstone,FALSE,White gold,Earrings,Oval
pearl-earrings-touchstone-dew-drop-earrings-white-gold,Touchstone Dew Drop Earrings - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct). These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct).",In stock,V19E10WPO12,9480,2019,touchstone-dew-drop-earrings-white-gold,Touchstone,FALSE,White gold,Earrings,Oval
pearl-earrings-touchstone-dew-drop-earrings-yellow-gold,Touchstone Dew Drop Earrings -  Yellow Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct). These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct).",Out of stock,V19E10YPO12,9480,2019,touchstone-dew-drop-earrings-yellow-gold,Touchstone,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-touchstone-ruby-earrings-yellow-gold,Touchstone Ruby Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct). These drop earrings combine perfectly-matched Paspaley pearls with rich red rubies and white diamonds.

    	
		Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).",In stock,V14E02YPT12,5980,2019,touchstone-ruby-earrings-yellow-gold,Touchstone,FALSE,Yellow gold,Earrings,Triangle
pearl-earrings-touchstone-sapphire-earrings-white-gold,Touchstone Sapphire Earrings - White Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct). Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct).",In stock,DC19E08WPC12,6560,2019,touchstone-sapphire-earrings-white-gold,Touchstone,FALSE,White gold,Earrings,Circle
pearl-earrings-touchstone-sapphire-earrings-yellow-gold,Touchstone Sapphire Earrings - Yellow Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct). Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct).",In stock,DC19E14YPR12,11060,2019,touchstone-sapphire-earrings-yellow-gold,Touchstone,FALSE,Yellow gold,Earrings,Circle
pearl-necklaces-baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,"Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately. This Paspaley pearl swap captures the organic appeal of a baroque pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.",In stock,C00L01WPQ13,2680,2019,baroque-pearl-swap-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-bella-pendant-white-gold,Bella Pendant - White Gold,"Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately. A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.",In stock,C00P04WPS13,3280,2019,bella-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-bella-pendant-yellow-gold,Bella Pendant - Yellow Gold,"Paspaley pendant featuring a 13mm semi round pearl set in 18kt yellow gold. Chain sold separately. A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt yellow gold. Chain sold separately.",In stock,C00P04YPS13,3280,2019,bella-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-boronia-pendant,Boronia Pendant,"Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct). This unique design is the marriage of white gold and yellow gold with sparkling white diamonds. The yellow gold offers a unique detail between each diamond petal surrounding a beautiful pearl within. Chain sold separately.

    	
		Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct).",In stock,U18P01WPO09,14800,2019,boronia-pendant,Other,FALSE,Yellow gold,Necklaces And Pendants,Oval
pearl-necklaces-circle-bella-petite-pendant-white-gold,Circlé Bella Petite Pendant - White Gold,"Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately. A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.",In stock,C00P05WPC11,880,2019,circle-bella-petite-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-circle-bella-petite-pendant-yellow-gold,Circlé Bella Petite Pendant - Yellow Gold,"Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately. A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.",In stock,C00P05YPC11,880,2019,circle-bella-petite-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-diamond-touchstone-pendant-13mm-oval-yellow-gold,Diamond Touchstone Pendant 13mm Oval - Yellow Gold,"Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately. Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.",In stock,DC18P04YPO13,5160,2019,diamond-touchstone-pendant-13mm-oval-yellow-gold,Pearls My Way,FALSE,Yellow gold,Necklaces And Pendants,Oval
pearl-necklaces-grace-pendant-rose-gold,Grace Pendant - Rose Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28RPR12,5280,2019,grace-pendant-rose-gold,Other,FALSE,Rose gold,Necklaces And Pendants,Round
pearl-necklaces-grace-pendant-white-gold,Grace Pendant - White Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28WPR12,5280,2019,grace-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-grace-pendant-yellow-gold,Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl complemented by a single sparkling diamond creates a distinctive touch of glamour for a simply elegant look.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28YPR12,5280,2019,grace-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-large-grace-pendant-white-gold,Large Grace Pendant - White Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28WPR14,6480,2019,large-grace-pendant-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Round
pearl-necklaces-large-grace-pendant-yellow-gold,Large Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately. A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,C00P28YPR14,6480,2019,large-grace-pendant-yellow-gold,Other,FALSE,Yellow gold,Necklaces And Pendants,Round
pearl-necklaces-lavalier-circle-rose-gold,Lavalier Circlé - Rose Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH16N01RC,5560,2019,lavalier-circle-rose-gold,Lavalier,FALSE,Rose gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-circle-white-gold,Lavalier Circlé - White Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH13N01W83C,5560,2019,lavalier-circle-white-gold,Lavalier,FALSE,White gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-circle-yellow-gold,Lavalier Circlé - Yellow Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm). This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,DH13N01Y83C,5560,2019,lavalier-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Necklaces And Pendants,Unsure
pearl-necklaces-lavalier-noir-black-opal,Lavalier Noir - Black Opal,"Paspaley necklace featuring a loose 18mm round pearl encased in 18kt white gold, with 68 black opals (4.10ct), mother of pearl, 154 white diamonds  (0.95ct) and two, 8-10mm drop pearls. Our new hero Lavalier necklace combines white gold, sparkling diamonds and luminous black opals. This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in this exceptional net.

    	
		Paspaley necklace featuring a loose 18mm round pearl encased in 18kt white gold, with 68 black opals (4.10ct), mother of pearl, 154 white diamonds  (0.95ct) and two, 8-10mm drop pearls.",Out of stock,H18N34WPR18,145600,2019,lavalier-noir-black-opal,Lavalier,FALSE,White gold,Necklaces And Pendants,Mother of pearl
